Job_Title,Company,Location,Summary,Jobs_Description,Salary
Java Developer for Genetic Research,University of Minnesota,"Minneapolis, MN",BS/BA in computer science or a scientific field and 2 year of related experience or equivalent combination of education and work experience to equal 6 years.,"Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Java Developer,Piper Companies,"Chapel Hill, NC","Java developer with experience in Java, Spring Boot, REST services.
Piper Enterprise Solutions has a client looking for a Jr. Java Developer in Chapel Hill…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience","$90,000 - $100,000 a year"
Java/J2EE Developer,ITResonance,"Jenison, MI","Role: Java/J2EE Developer/Java Database Connectivity (JDBC).
Year of Experience : 8+ years.
Mandatory programming skills: Java, J2EE, EJB 2 and 3, Servlet, JSP,…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Java Developer,CapB InfoteK,"Chicago, IL","For our growing needs we need consultants who can work with us on salaried or contract basis.
Java Developer with Automated Testing experience and Automated CI…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
CK-270 Java Spring Boot Expert Developer,caisma-kmit,,"SAP SD Consultant, to be part of a Mobilization Team – this is a REMOTE role with minimal travel to Denmark (once per month).","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
"AS/400 RPG DEVELOPER + JAVA, # 10679",InspiHER Tech,"Waukegan, IL",Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.,,$70 an hour
Entry Level Java Developer,itech informatix,"Union City, CA","Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.",,
Jr Java Developer,Global Data Management Inc.,"Woodbridge, NJ 07095",Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.,,
JR. Java Developer,Plasma Computing Group,"Dallas, TX","Work together with other developers to produce optimal outcomes.
Java developer position will help analyze user needs and define site objectives.",,
Principal Java Developer,"1819, LLC","Philadelphia, PA 19103","Quil serves patients, members, and their caregivers and partners with healthcare providers and health plans nationally.",,
"Typescript Developer
new",SSI,"Pittsburgh, PA","This is a contract to hire role.
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted.
4 year formal degree required.",,"$80,000 - $85,000 a year"
"Java Developer
new",Larsen & Toubro Infotech Limited,"Tampa, FL","Required Skills /Qualifications: • Strong verbal and written communication • Goal, Client and deadline oriented • Strong analytical and problem solving •…",,
Jr. Java Developer,Netrist,"Charleston, SC","Work under the direction of lead developers on complex project issues, and problems.
By working with our talented mentors, you will gain experience in open…",,
"Java Developer
new",Deloitte,"Lake Mary, FL",Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements.,,
Mid Level Java Developer,Asponte Technology,,3-5 years java development experience ability to communicate in a professional environment authorization to work in the USA positive flexible attitude.,,
"Typescript Developer
new",SSI,"Pittsburgh, PA","This is a contract to hire role.
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted.
4 year formal degree required.","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience","$80,000 - $85,000 a year"
"Java Developer
new",Larsen & Toubro Infotech Limited,"Tampa, FL","Required Skills /Qualifications: • Strong verbal and written communication • Goal, Client and deadline oriented • Strong analytical and problem solving •…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Jr. Java Developer,Netrist,"Charleston, SC","Work under the direction of lead developers on complex project issues, and problems.
By working with our talented mentors, you will gain experience in open…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
"Java Developer
new",Deloitte,"Lake Mary, FL",Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements.,"Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Mid Level Java Developer,Asponte Technology,,3-5 years java development experience ability to communicate in a professional environment authorization to work in the USA positive flexible attitude.,"Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
JAVA Developer (All Levels),QVine Corporation,"Herndon, VA","Full Performance, Senior, Expert, and SME levels.
Candidates must have experience developing in JAVA.
Preferred (but not required) experience with Agile…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
"Quantitative Software Developer (Java)
new",Federal Reserve Bank of New York,"New York, NY 10038 (Financial District area)","Federal Reserve Bank of New York.
Full-time / Part-time Full-time.
Your role as Quantitative Software Developer (Java):
Experience with AWS is a big plus.","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Java Developer,Metro IT Resources,Puerto Rico,"Assume a role in the design, development, and support of mission critical java bases applications.
The analyst will participate in the full development life…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Sr. Java Developer,svprofessionals,United States,"Plans and coordinates preparation of project documentation, such as engineering drawings, production specifications and schedules, and contract modifications,…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Junior Java Developer,"Edaptive Computing, Inc.","Dayton, OH 45458","Developer will participate in all software application lifecycle sub-processes including analysis, specification, design, implementation, testing, release, and…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Java Developer for Genetic Research,University of Minnesota,"Minneapolis, MN",BS/BA in computer science or a scientific field and 2 year of related experience or equivalent combination of education and work experience to equal 6 years.,"Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Java Developer,Piper Companies,"Chapel Hill, NC","Java developer with experience in Java, Spring Boot, REST services.
Piper Enterprise Solutions has a client looking for a Jr. Java Developer in Chapel Hill…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience","$90,000 - $100,000 a year"
Java/J2EE Developer,ITResonance,"Jenison, MI","Role: Java/J2EE Developer/Java Database Connectivity (JDBC).
Year of Experience : 8+ years.
Mandatory programming skills: Java, J2EE, EJB 2 and 3, Servlet, JSP,…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
Java Developer,CapB InfoteK,"Chicago, IL","For our growing needs we need consultants who can work with us on salaried or contract basis.
Java Developer with Automated Testing experience and Automated CI…","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
CK-270 Java Spring Boot Expert Developer,caisma-kmit,,"SAP SD Consultant, to be part of a Mobilization Team – this is a REMOTE role with minimal travel to Denmark (once per month).","Comments:

This is a contract to hire role.
Pittsburgh location only
Will require a coding session during interview
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted
Full time conversion salary is $80K to 85K +/ . MIGHT be able to accommodate $90 K.
Video technical interview required. This is a hands on very technical role.

Description:

Member of an agile software engineer team responsible for building scalable software applications across all digital channels to serve our customers. Responsible for taking an enterprisewide, architectural view of the solutions and the technical execution of products using the technical stack that best meets the needs of the platform. The team will be involved in every aspect at part of the software application build process from idea generation, business analysis, technical design and software development using the latest technologies and design patterns.

Required:

Full Stack Java Developer with strength in back end development
Candidates need to have some UI experience with Angular 7 (required)
4 year formal degree required
35 years of experience.
Must have Google Cloud experience, certification preferred
Must have TypeScript Development experience",
"AS/400 RPG DEVELOPER + JAVA, # 10679",InspiHER Tech,"Waukegan, IL",Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.,,$70 an hour
Entry Level Java Developer,itech informatix,"Union City, CA","Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.",,
Jr Java Developer,Global Data Management Inc.,"Woodbridge, NJ 07095",Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.,,
JR. Java Developer,Plasma Computing Group,"Dallas, TX","Work together with other developers to produce optimal outcomes.
Java developer position will help analyze user needs and define site objectives.",,
Principal Java Developer,"1819, LLC","Philadelphia, PA 19103","Quil serves patients, members, and their caregivers and partners with healthcare providers and health plans nationally.",,
"Typescript Developer
new",SSI,"Pittsburgh, PA","This is a contract to hire role.
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted.
4 year formal degree required.",,"$80,000 - $85,000 a year"
"Java Developer
new",Larsen & Toubro Infotech Limited,"Tampa, FL","Required Skills /Qualifications: • Strong verbal and written communication • Goal, Client and deadline oriented • Strong analytical and problem solving •…",,
Jr. Java Developer,Netrist,"Charleston, SC","Work under the direction of lead developers on complex project issues, and problems.
By working with our talented mentors, you will gain experience in open…",,
"Java Developer
new",Deloitte,"Lake Mary, FL",Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements.,,
Mid Level Java Developer,Asponte Technology,,3-5 years java development experience ability to communicate in a professional environment authorization to work in the USA positive flexible attitude.,,
"AS/400 RPG DEVELOPER + JAVA, # 10679",InspiHER Tech,"Waukegan, IL",Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.,,$70 an hour
Entry Level Java Developer,itech informatix,"Union City, CA","Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.",,
Jr Java Developer,Global Data Management Inc.,"Woodbridge, NJ 07095",Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.,,
JR. Java Developer,Plasma Computing Group,"Dallas, TX","Work together with other developers to produce optimal outcomes.
Java developer position will help analyze user needs and define site objectives.",,
Principal Java Developer,"1819, LLC","Philadelphia, PA 19103","Quil serves patients, members, and their caregivers and partners with healthcare providers and health plans nationally.",,
"Typescript Developer
new",SSI,"Pittsburgh, PA","This is a contract to hire role.
Will work remote to start then must be on site in Pittsburgh once restrictions are lifted.
4 year formal degree required.",,"$80,000 - $85,000 a year"
"Java Developer
new",Larsen & Toubro Infotech Limited,"Tampa, FL","Required Skills /Qualifications: • Strong verbal and written communication • Goal, Client and deadline oriented • Strong analytical and problem solving •…",,
Jr. Java Developer,Netrist,"Charleston, SC","Work under the direction of lead developers on complex project issues, and problems.
By working with our talented mentors, you will gain experience in open…",,
"Java Developer
new",Deloitte,"Lake Mary, FL",Collaborate and implement most relevant development tools/techniques to solve client issues and exceed client requirements.,,
Mid Level Java Developer,Asponte Technology,,3-5 years java development experience ability to communicate in a professional environment authorization to work in the USA positive flexible attitude.,,
"AS/400 RPG DEVELOPER + JAVA, # 10679",InspiHER Tech,"Waukegan, IL",Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.,"Published
June 25, 2020
Location
Waukegan, IL, United States of America
Job Type
Contract
Description
TITLE: AS/400 RPG DEVELOPER + JAVA
JOB ID: 10679
LOCATION: Waukegan, IL
SALARY: $70/hr (W2) - $77/hr (C2C)
STATUS: Contract or Contract to Hire
About the Client:
Join our client that is a leader in the supply chain industry.
About the AS/400 RPG Developer Position:
Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.
About the AS/400 RPG Developer Responsibilities:
Design, develop, implement, support and maintain complex RPG based application
Troubleshoot and resolve issues
Maintain code quality through unit testing
Document code appropriately
Communicate with business analysts to gather accurate specifications
Collaborate with team members on projects
About the AS/400 RPG Developer Requirements:
3+ years of RPG development experience
Knowledge of RPG IV and ILE using DB2/400 tables and CLP
Knowledge of SQL
Knowledge of Connectivity to PC & Internet functions
Experience with Java development needed
Bachelor's Degree required",$70 an hour
Entry Level Java Developer,itech informatix,"Union City, CA","Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.","Published
June 25, 2020
Location
Waukegan, IL, United States of America
Job Type
Contract
Description
TITLE: AS/400 RPG DEVELOPER + JAVA
JOB ID: 10679
LOCATION: Waukegan, IL
SALARY: $70/hr (W2) - $77/hr (C2C)
STATUS: Contract or Contract to Hire
About the Client:
Join our client that is a leader in the supply chain industry.
About the AS/400 RPG Developer Position:
Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.
About the AS/400 RPG Developer Responsibilities:
Design, develop, implement, support and maintain complex RPG based application
Troubleshoot and resolve issues
Maintain code quality through unit testing
Document code appropriately
Communicate with business analysts to gather accurate specifications
Collaborate with team members on projects
About the AS/400 RPG Developer Requirements:
3+ years of RPG development experience
Knowledge of RPG IV and ILE using DB2/400 tables and CLP
Knowledge of SQL
Knowledge of Connectivity to PC & Internet functions
Experience with Java development needed
Bachelor's Degree required",
Jr Java Developer,Global Data Management Inc.,"Woodbridge, NJ 07095",Looking for a developer in Java/J2EE with Spring having an extensive experience in development with good working knowledge of AngularJS and Bootstrap.,"Published
June 25, 2020
Location
Waukegan, IL, United States of America
Job Type
Contract
Description
TITLE: AS/400 RPG DEVELOPER + JAVA
JOB ID: 10679
LOCATION: Waukegan, IL
SALARY: $70/hr (W2) - $77/hr (C2C)
STATUS: Contract or Contract to Hire
About the Client:
Join our client that is a leader in the supply chain industry.
About the AS/400 RPG Developer Position:
Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.
About the AS/400 RPG Developer Responsibilities:
Design, develop, implement, support and maintain complex RPG based application
Troubleshoot and resolve issues
Maintain code quality through unit testing
Document code appropriately
Communicate with business analysts to gather accurate specifications
Collaborate with team members on projects
About the AS/400 RPG Developer Requirements:
3+ years of RPG development experience
Knowledge of RPG IV and ILE using DB2/400 tables and CLP
Knowledge of SQL
Knowledge of Connectivity to PC & Internet functions
Experience with Java development needed
Bachelor's Degree required",
JR. Java Developer,Plasma Computing Group,"Dallas, TX","Work together with other developers to produce optimal outcomes.
Java developer position will help analyze user needs and define site objectives.","Published
June 25, 2020
Location
Waukegan, IL, United States of America
Job Type
Contract
Description
TITLE: AS/400 RPG DEVELOPER + JAVA
JOB ID: 10679
LOCATION: Waukegan, IL
SALARY: $70/hr (W2) - $77/hr (C2C)
STATUS: Contract or Contract to Hire
About the Client:
Join our client that is a leader in the supply chain industry.
About the AS/400 RPG Developer Position:
Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.
About the AS/400 RPG Developer Responsibilities:
Design, develop, implement, support and maintain complex RPG based application
Troubleshoot and resolve issues
Maintain code quality through unit testing
Document code appropriately
Communicate with business analysts to gather accurate specifications
Collaborate with team members on projects
About the AS/400 RPG Developer Requirements:
3+ years of RPG development experience
Knowledge of RPG IV and ILE using DB2/400 tables and CLP
Knowledge of SQL
Knowledge of Connectivity to PC & Internet functions
Experience with Java development needed
Bachelor's Degree required",
Principal Java Developer,"1819, LLC","Philadelphia, PA 19103","Quil serves patients, members, and their caregivers and partners with healthcare providers and health plans nationally.","Published
June 25, 2020
Location
Waukegan, IL, United States of America
Job Type
Contract
Description
TITLE: AS/400 RPG DEVELOPER + JAVA
JOB ID: 10679
LOCATION: Waukegan, IL
SALARY: $70/hr (W2) - $77/hr (C2C)
STATUS: Contract or Contract to Hire
About the Client:
Join our client that is a leader in the supply chain industry.
About the AS/400 RPG Developer Position:
Looking for a AS/400 RPG Developer that will be responsible for the development and maintenance of RPG-based applications.
About the AS/400 RPG Developer Responsibilities:
Design, develop, implement, support and maintain complex RPG based application
Troubleshoot and resolve issues
Maintain code quality through unit testing
Document code appropriately
Communicate with business analysts to gather accurate specifications
Collaborate with team members on projects
About the AS/400 RPG Developer Requirements:
3+ years of RPG development experience
Knowledge of RPG IV and ILE using DB2/400 tables and CLP
Knowledge of SQL
Knowledge of Connectivity to PC & Internet functions
Experience with Java development needed
Bachelor's Degree required",
